op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition,price,lat,lon
For sale,Imanta,Dammes 4,2,49.0,2.0,9.0,602.,Panel,All amenities,50000.0,56.96173835000001,24.01580175000001
For sale,Iļģuciems,Daugavgrīvas 55,3,48.0,1.0,2.0,P. kara,Wood,Partial amenities,32000.0,56.95813570000001,24.071163460238203
For sale,Citi,Mežrozīšu 5,2,37.0,1.0,2.0,Specpr.,Wood,Partial amenities,12980.0,57.031881000000006,24.0465146
For sale,Dzegužkalns,Kuldīgas 10,1,18.0,2.0,2.0,Specpr.,Wood,Partial amenities,11590.0,56.9517628,24.067348709240814
For sale,Iļģuciems,Viļņas 3,1,52.0,2.0,2.0,P. kara,Wood,Partial amenities,14690.0,56.96260805,24.0659372
For sale,Vecmīlgrāvis,Meldru 6,2,43.0,2.0,5.0,Hrušč.,Brick,All amenities,26500.0,57.02846205,24.10209127321924
For sale,Citi,Konrāda 9,3,41.0,2.0,2.0,P. kara,Wood,Partial amenities,24890.0,56.92624755,24.096309807853817
For sale,Vecmīlgrāvis,Mildas 4a,2,46.0,1.0,2.0,Staļina,Masonry,All amenities,18900.0,57.02687935,24.1111013
For sale,Ziepniekkalns,Valdeķu 53,3,75.0,9.0,10.0,119.,Panel,Without amenities,70000.0,56.90154795,24.09246740734249
For sale,Vecmīlgrāvis,Emmas 28,2,36.0,3.0,4.0,Jaun.,Brick-Panel,All amenities,43500.0,57.03179875,24.116664434629
For sale,Maskavas priekšpilsēta,Jersikas 37,1,39.0,2.0,4.0,P. kara,Masonry,All amenities,41000.0,56.9386536,24.14740999325373
For sale,centrs,Hospitāļu 38,4,139.0,6.0,6.0,Renov.,Masonry,All amenities,259000.0,56.9750706,24.138670758867068
For sale,centrs,Blaumaņa 12,2,43.0,1.0,6.0,Renov.,Masonry,All amenities,104370.0,56.9548306,24.1221141
For sale,Ziepniekkalns,Valdeķu 54,2,50.0,1.0,9.0,602.,Panel,All amenities,45000.0,56.9094064,24.0954157
For sale,Ķengarags,Maskavas 256,3,60.0,5.0,5.0,LT proj.,Panel,All amenities,54500.0,56.8597884,24.3083417
For sale,Vecrīga,Vāgnera 12,2,34.0,3.0,4.0,P. kara,Masonry,All amenities,59900.0,56.94881585,24.11147385910852
For sale,Citi,Sila 2,3,52.0,1.0,2.0,Specpr.,Wood,Partial amenities,14980.0,56.907734700000006,24.2226369
For sale,centrs,Maskavas 108,2,100.0,1.0,2.0,P. kara,Brick,Partial amenities,15890.0,56.8597884,24.3083417
For sale,Citi,Malēju 4a,2,37.0,4.0,4.0,M. ģim.,Brick,All amenities,12890.0,56.90687475,24.220915782229994
For sale,Maskavas priekšpilsēta,Daugavpils 8,1,24.0,1.0,3.0,P. kara,Wood,All amenities,10890.0,56.939892500000006,24.14141985484498
For sale,centrs,Valmieras 32,1,18.0,1.0,2.0,Staļina,Wood,Partial amenities,14500.0,56.95275325,24.1516129451998
For sale,Imanta,Dammes 36,2,50.0,3.0,9.0,602.,Panel,All amenities,53500.0,56.9656328,24.01121767973678
For sale,Citi,Altonavas 19,1,17.0,1.0,2.0,Specpr.,Panel,All amenities,13500.0,56.9258216,24.0821144
For sale,centrs,Valdemāra 23,4,102.0,1.0,6.0,Renov.,Masonry,All amenities,250000.0,56.957058700000005,24.1144353
For sale,centrs,Lāčplēša 11,3,106.0,6.0,7.0,Jaun.,Panel-Brick,All amenities,492560.0,56.950124,24.1325244
For sale,Mežaparks,Ezermalas 13,2,72.0,2.0,5.0,Jaun.,Brick-Panel,All amenities,129000.0,56.99733515,24.1704467
For sale,Ķengarags,Maskavas 419,2,47.0,2.0,5.0,LT proj.,Panel,All amenities,43000.0,56.898868500000006,24.20730725166903
For sale,Ķengarags,Salaspils 12/3,2,48.0,3.0,5.0,LT proj.,Panel,All amenities,42500.0,56.8597884,24.3083417
For sale,Purvciems,Burtnieku 33,1,18.0,5.0,5.0,Specpr.,Panel-Brick,Partial amenities,12000.0,56.9685701,24.1819824
For sale,centrs,"Katrīnas dambis 24/3, Rīga",2,46.0,1.0,2.0,Staļina,Brick,All amenities,40000.0,56.9716816,24.1021951
For sale,Pļavnieki,Rudens 9,2,51.0,2.0,9.0,602.,Panel,All amenities,54000.0,56.93855065,24.20157666062909
For sale,Ziepniekkalns,Komētas 26,3,77.0,1.0,4.0,Jaun.,Panel,All amenities,109000.0,56.914968,24.12289
For sale,Ziepniekkalns,Komētas 32,2,65.0,1.0,4.0,Jaun.,Panel,All amenities,89000.0,56.914968,24.12289
For sale,Citi,Tapešu 23,2,38.0,2.0,5.0,Specpr.,Brick,All amenities,41000.0,56.9483586,24.047899511940347
For sale,Zolitūde,Bieziņa 3,2,58.0,9.0,10.0,119.,Panel,All amenities,50000.0,56.94454425,24.01739085
For sale,Imanta,Anniņmuižas bulvāris 38,3,101.0,4.0,18.0,Jaun.,Brick-Panel,All amenities,128000.0,56.96112105,24.018216795250048
For sale,Maskavas priekšpilsēta,Rēznas 5,4,130.0,1.0,5.0,Staļina,Masonry,All amenities,104000.0,56.9360312,24.1617323
For sale,Iļģuciems,Reņģes 2a,1,27.0,5.0,5.0,LT proj.,Panel,All amenities,28000.0,56.96535115,24.0616848
For sale,Purvciems,Marsa g. 10,3,66.0,1.0,5.0,LT proj.,Panel,All amenities,53000.0,56.95183839999999,24.1999196
For sale,Citi,Bākas 19,2,54.0,2.0,4.0,Specpr.,Brick-Panel,All amenities,38000.0,57.0528275,24.0695082
For sale,centrs,Alauksta 9,4,169.9,6.0,6.0,Jaun.,Brick-Panel,All amenities,185000.0,56.9610476,24.149369490567484
For sale,Iļģuciems,Vaidelotes 26,1,30.0,1.0,5.0,Hrušč.,Brick,Partial amenities,25000.0,56.96648980000001,24.0486124
For sale,Maskavas priekšpilsēta,Krāslavas 7,3,74.0,4.0,5.0,P. kara,Masonry,All amenities,80000.0,56.9431965,24.1341844
For sale,centrs,Skārņu 25,2,45.0,3.0,5.0,Specpr.,Brick,All amenities,87000.0,56.9473175,24.110589800000003
For sale,Vecrīga,Kungu 25,4,164.0,6.0,6.0,Specpr.,Panel,All amenities,269990.0,56.9453382,24.109463953308826
For sale,Vecrīga,Kungu 25,4,132.0,4.0,6.0,Specpr.,Panel,All amenities,209990.0,56.9453382,24.109463953308826
For sale,Āgenskalns,"Uzvaras bulvāris 2/4a, Rīga",2,52.0,2.0,2.0,P. kara,Brick,Partial amenities,39900.0,56.9398352,24.0915069
For sale,Zolitūde,Priedaines 13,4,184.0,5.0,5.0,Jaun.,Panel-Brick,All amenities,172000.0,56.94258129999999,24.01565897529245
For sale,Āgenskalns,Vīlipa 8,2,50.0,3.0,9.0,467.,Panel,All amenities,55000.0,56.9478021,24.05822671686205
For sale,Citi,Jelgavas 63,2,47.0,3.0,6.0,Jaun.,Panel-Brick,All amenities,68000.0,56.9273343,24.09277970207552
For sale,Teika,Palmu 13,2,48.0,1.0,2.0,P. kara,Brick,All amenities,54000.0,56.98073170000001,24.1792871649
For sale,Iļģuciems,Reņģes 5,2,50.0,2.0,3.0,Staļina,Brick,All amenities,42000.0,56.9661156,24.063304876037343
For sale,Iļģuciems,Buļļu 42a,1,45.0,5.0,9.0,119.,Panel,All amenities,47800.0,56.9682471,24.0497274
For sale,Purvciems,Stirnu 43,3,59.0,1.0,5.0,LT proj.,Panel,All amenities,45500.0,56.9621302,24.18794131475684
For sale,Šampēteris-Pleskodāle,Stendes 5,2,72.0,1.0,5.0,Jaun.,Panel,All amenities,145000.0,56.9399149,24.0365127
For sale,Purvciems,Madonas 25,4,93.0,6.0,9.0,119.,Panel,All amenities,95000.0,56.960424,24.1732897
For sale,Purvciems,Dzelzavas 74k1,3,73.8,7.0,11.0,Jaun.,Masonry,All amenities,109500.0,56.9652534,24.1656139
For sale,Citi,Balasta d. 72,3,122.0,1.0,3.0,Jaun.,Masonry,All amenities,262000.0,56.948934400000006,24.0882804
For sale,Dārzciems,Sesku 11,1,42.0,5.0,5.0,M. ģim.,Panel,All amenities,31000.0,56.9454164,24.177293967906817
For sale,Iļģuciems,Baltā 22/1,3,65.0,3.0,5.0,103.,Brick-Panel,All amenities,70000.0,56.9653645,24.0697389
For sale,Vecmīlgrāvis,Meldru 6,2,43.0,5.0,4.0,Hrušč.,Brick,All amenities,30000.0,57.02846205,24.10209127321924
For sale,Ķengarags,Aglonas 12,3,60.0,1.0,5.0,Hrušč.,Panel,All amenities,54000.0,56.91125405,24.185960870958056
For sale,centrs,Tērbatas 59/61,4,97.0,6.0,6.0,Renov.,Masonry,All amenities,145350.0,56.9578128,24.1300556
For sale,Citi,Gobas 29,2,60.0,4.0,5.0,Specpr.,Brick,All amenities,40000.0,57.03086935,24.05388700410905
For sale,Purvciems,Stirnu 36,2,45.0,5.0,5.0,LT proj.,Panel,All amenities,43500.0,56.96090270000001,24.19103095000001
For sale,centrs,Blaumaņa 12,2,58.3,6.0,6.0,Renov.,Masonry,All amenities,169070.0,56.9548306,24.1221141
For sale,Imanta,Dubultu 4,3,55.0,5.0,5.0,LT proj.,Panel,All amenities,53500.0,56.9552879,24.005237223051644
For sale,Citi,Birzes 46,3,71.7,2.0,5.0,103.,Brick,All amenities,48000.0,57.03601395,24.024907264002685
For sale,centrs,Skanstes 29a,5,167.0,21.0,24.0,Jaun.,Panel-Brick,All amenities,299000.0,56.97222289999999,24.123978704226648
For sale,centrs,Maskavas 57,2,68.0,3.0,3.0,P. kara,Masonry,All amenities,64500.0,56.93970755,24.13245454385181
For sale,Ziepniekkalns,Valdeķu 50/1,3,64.0,8.0,9.0,602.,Panel,All amenities,72300.0,56.9150015,24.0967059
For sale,Dārzciems,Sesku 7/1,1,42.0,2.0,5.0,M. ģim.,Panel,All amenities,33000.0,56.944418000000006,24.1719745
For sale,Vecmīlgrāvis,Rinkas 3,3,67.0,1.0,5.0,LT proj.,Panel,All amenities,58300.0,57.03222745,24.10137009155025
For sale,Ķengarags,Salaspils 18/4,2,45.0,4.0,5.0,LT proj.,Panel,All amenities,49000.0,56.9267343,24.1753303
For sale,Ziepniekkalns,Līvciema 9/1,3,76.0,5.0,7.0,Specpr.,Panel,All amenities,71915.0,56.90191239999999,24.1024598
For sale,centrs,Šarlotes 7,2,33.0,3.0,6.0,Jaun.,Masonry,Partial amenities,80000.0,56.964586100000005,24.1286325
For sale,Jugla,Bākūžu 13a,4,96.1,1.0,3.0,Renov.,Masonry,All amenities,150000.0,56.9876991,24.2350567
For sale,Purvciems,Ūnijas 76a,3,62.0,5.0,5.0,LT proj.,Panel,Partial amenities,68000.0,56.96065105,24.183332773969287
For sale,Teika,Brīvības gatve 229,2,42.0,5.0,5.0,Hrušč.,Brick,All amenities,50000.0,56.9761938,24.175533699999995
For sale,centrs,Ģertrūdes 69/71,3,83.0,3.0,6.0,P. kara,Masonry,All amenities,112000.0,56.9582325,24.1215352
For sale,centrs,"11. novembra krastmala 121, Rīga",2,51.0,3.0,6.0,Jaun.,Masonry,All amenities,110000.0,56.9461029,24.1044827
For sale,Ziepniekkalns,Valdeķu 54/4,1,32.0,7.0,9.0,602.,Panel,All amenities,33000.0,56.9150015,24.0967059
For sale,Purvciems,Ilūkstes 101/1,1,37.0,5.0,5.0,103.,Brick-Panel,All amenities,28990.0,56.94058670000001,24.1951866
For sale,Dārzciems,Nīcgales 46,2,51.0,9.0,2.0,602.,Panel,All amenities,49000.0,56.945342,24.17094694880255
For sale,centrs,Asara 12/5,4,107.0,1.0,5.0,Renov.,Wood,All amenities,200000.0,56.956506000000005,24.1531491
For sale,Ķengarags,Maskavas 268/2,2,47.0,5.0,5.0,LT proj.,Panel,All amenities,49500.0,56.94476985,24.113346173001872
For sale,centrs,Valdemāra 37,3,78.0,4.0,6.0,Renov.,Masonry,All amenities,159732.0,56.958482,24.116859
For sale,centrs,Duntes 28,2,52.0,9.0,16.0,Jaun.,Masonry,All amenities,80000.0,56.9880909,24.133890761853447
For sale,Iļģuciems,Riekstu 11,4,96.0,4.0,5.0,Jaun.,Masonry,All amenities,129500.0,56.96791915,24.06364017328768
For sale,Ķengarags,Maltas 21,2,49.0,1.0,5.0,LT proj.,Panel,All amenities,39500.0,56.909529000000006,24.18623806333673
For sale,centrs,Brīvības iela 162k2,3,68.0,3.0,7.0,Jaun.,Panel,All amenities,77950.0,56.96700379999999,24.1471279
For sale,Mežciems,Biķernieku 218,2,53.0,4.0,5.0,103.,Brick,All amenities,53500.0,56.95765645,24.29116442484242
For sale,centrs,Indrānu 3,3,76.0,1.0,4.0,P. kara,Masonry,All amenities,102000.0,56.9679518,24.14735819757061
For sale,Mežciems,Eizenšteina 79,3,63.0,4.0,9.0,602.,Panel,All amenities,65000.0,56.9613221,24.23424107516153
For sale,centrs,Pētersalas 2,3,79.0,2.0,5.0,P. kara,Brick,All amenities,110600.0,56.9678993,24.10503793415288
For sale,Imanta,Slokas 217,3,54.0,5.0,5.0,LT proj.,Panel,All amenities,39000.0,56.962357,24.00222004999999
For sale,Iļģuciems,Palangas 1,2,51.0,5.0,5.0,LT proj.,Brick-Panel,All amenities,42000.0,56.96947610000001,24.05416380424516
For sale,Pļavnieki,Keldiša 28,2,51.0,8.0,9.0,602.,Panel,All amenities,43300.0,56.9382367,24.21002970025804
For sale,centrs,Tērbatas 16/18,4,122.0,5.0,5.0,P. kara,Brick,All amenities,225000.0,56.9539113,24.1220605
For sale,centrs,Ģertrūdes 113,3,71.0,6.0,6.0,P. kara,Masonry,All amenities,92800.0,56.9488564,24.138497033950248
For sale,centrs,Ģertrūdes 113,2,42.0,6.0,6.0,P. kara,Masonry,All amenities,57800.0,56.9488564,24.138497033950248
For sale,Ķengarags,Višķu 11,1,33.0,4.0,5.0,LT proj.,Panel,All amenities,34000.0,56.89938885,24.21369425
For sale,Ķengarags,Salaspils 12 k5,1,33.0,3.0,5.0,LT proj.,Panel,All amenities,34000.0,56.9267343,24.1753303
For sale,Sarkandaugava,Sarkandaugavas 31,3,74.2,9.0,9.0,Specpr.,Brick-Panel,All amenities,79000.0,57.0024532,24.12289435654917
For sale,Ķengarags,Maltas 15,3,61.0,4.0,5.0,LT proj.,Panel,All amenities,58000.0,56.9106275,24.18366947064893
For sale,Imanta,Kleistu 8,3,54.0,4.0,5.0,LT proj.,Panel,All amenities,68000.0,56.96056895,24.02284250000001
For sale,Purvciems,Stirnu 37,1,36.0,5.0,9.0,602.,Panel,All amenities,35000.0,56.961607,24.187133502182625
For sale,Pļavnieki,Salnas 24,1,39.0,2.0,5.0,M. ģim.,Panel,All amenities,31900.0,56.94167865,24.22621375
For sale,Ķengarags,Maskavas 268,2,48.0,3.0,5.0,LT proj.,Panel,All amenities,43500.0,56.8597884,24.3083417
For sale,Vecmīlgrāvis,Staru 21,3,68.0,4.0,5.0,LT proj.,Panel,All amenities,43900.0,57.0336091,24.099216029556068
For sale,Pļavnieki,Zemes 9,1,38.5,2.0,9.0,M. ģim.,Panel,All amenities,31000.0,56.94229549999999,24.19988595647548
For sale,Purvciems,Ūnijas 64,3,61.0,4.0,5.0,LT proj.,Panel,All amenities,67500.0,56.96241135,24.17969262177753
For sale,Imanta,"Kurzemes prospekts 86, Rīga",3,68.0,1.0,9.0,602.,Panel,All amenities,62000.0,56.96822405,24.016006300000008
For sale,Sarkandaugava,Patversmes 30/2,2,72.0,3.0,4.0,Staļina,Brick,All amenities,68500.0,56.99094100000001,24.1329725
For sale,Pļavnieki,Jasmuižas 10,2,50.0,4.0,9.0,602.,Panel,All amenities,60000.0,56.93627829999999,24.21107490000001
For sale,Citi,Stagaru 4,2,51.0,3.0,5.0,103.,Panel,All amenities,34000.0,57.02965155,24.035975194523694
For sale,Āgenskalns,Kuldīgas 32,2,50.0,2.0,4.0,Renov.,Masonry,All amenities,64480.0,56.9474705,24.0604076
For sale,Šampēteris-Pleskodāle,Volguntes 27,1,31.0,5.0,5.0,Hrušč.,Brick,All amenities,33000.0,56.93731855,24.041463414654697
For sale,Citi,Maskavas 224,2,50.0,9.0,9.0,467.,Panel-Brick,All amenities,58000.0,56.8597884,24.3083417
For sale,Citi,Lielupes 1,2,59.0,2.0,2.0,Staļina,Brick,All amenities,38999.0,57.0386355,24.0464749
For sale,Dārzciems,Strautu 27,1,39.0,3.0,5.0,M. ģim.,Panel,All amenities,30500.0,56.9405505,24.188236264972577
For sale,Pļavnieki,Pavasara g. 1,4,79.0,4.0,9.0,602.,Panel,All amenities,74500.0,56.9346184,24.1980807
For sale,Dzegužkalns,Dzirciema 71,2,49.0,2.0,9.0,602.,Panel,All amenities,50000.0,56.96512045,24.05498288933685
For sale,Purvciems,Madonas 2,2,48.0,4.0,5.0,Jaun.,Panel,All amenities,87000.0,56.95944105,24.16663604437773
For sale,Iļģuciems,Palangas 7,2,49.0,2.0,5.0,LT proj.,Panel,All amenities,45000.0,56.970867000000005,24.053875881446857
For sale,Ķengarags,Maskavas 291,3,62.0,3.0,5.0,LT proj.,Panel,All amenities,53900.0,56.9168339,24.176982950000014
For sale,Teika,Brīvības gatve 228,2,56.0,3.0,4.0,Staļina,Masonry,All amenities,75000.0,56.972520900000006,24.1654296
For sale,Vecmīlgrāvis,Kāvu 10,2,50.0,1.0,5.0,LT proj.,Panel,All amenities,38500.0,57.03387165,24.10162238406995
For sale,centrs,Ģertrūdes 99,2,46.0,2.0,6.0,Renov.,Masonry,All amenities,99029.0,56.94999685,24.136413900628373
For sale,Vecrīga,13. janvāra 33,3,82.0,2.0,4.0,P. kara,Brick,All amenities,124000.0,56.94451965,24.109784817254585
For sale,centrs,Miera 105,2,46.5,6.0,6.0,Renov.,Masonry,All amenities,81400.0,56.96657629999999,24.1337504
For sale,Purvciems,Ilūkstes 103/3,2,49.0,7.0,9.0,467.,Panel,All amenities,60500.0,56.934628700000005,24.195207
For sale,centrs,Elku 4,3,108.0,6.0,6.0,Renov.,Brick,All amenities,169000.0,56.96741145,24.144474678980423
For sale,Imanta,Kleistu 11-1,3,74.0,6.0,12.0,Jaun.,Panel,All amenities,115000.0,56.96757370000001,24.0276706
For sale,centrs,Valdemāra 106,3,76.0,1.0,5.0,Staļina,Masonry,All amenities,129000.0,56.9717941,24.134779
For sale,Imanta,Dammes 25,2,50.0,8.0,9.0,602.,Panel,All amenities,54000.0,56.96414355,24.00807297548349
For sale,centrs,Baznīcas 35,4,171.0,4.0,6.0,P. kara,Masonry,All amenities,385000.0,56.9584801,24.1222427
For sale,Citi,Rusova 9,3,68.0,2.0,7.0,Jaun.,Panel,All amenities,118000.0,56.98909155,24.170334430251565
For sale,Teika,Burtnieku 33,1,19.0,3.0,5.0,M. ģim.,Brick,All amenities,19900.0,56.9685701,24.1819824
For sale,Sarkandaugava,Hāpsalas 1k3,3,76.0,5.0,5.0,Specpr.,Brick,All amenities,62000.0,57.0002634,24.121861
For sale,Šampēteris-Pleskodāle,Volguntes 17a,1,25.0,2.0,2.0,P. kara,Wood,All amenities,12000.0,56.938759,24.0439698
For sale,Imanta,Anniņmuižas bulvāris 38,2,67.0,5.0,18.0,Jaun.,Panel,All amenities,89900.0,56.96112105,24.018216795250048
For sale,Iļģuciems,Stūres 2,1,18.0,5.0,5.0,M. ģim.,Brick,All amenities,11800.0,56.9692203,24.069493731814195
For sale,Purvciems,Vaidavas 2,2,43.0,1.0,5.0,Hrušč.,Masonry,All amenities,43999.0,56.96511765,24.17604819769484
For sale,Ķengarags,Lokomotīves 48,2,38.2,2.0,5.0,LT proj.,Panel,All amenities,36900.0,56.90837855,24.20066605
For sale,Pļavnieki,"Jukuma Vācieša iela 6, Rīga",4,78.0,9.0,9.0,467.,Panel,All amenities,73000.0,56.9335979,24.20733836600512
For sale,Āgenskalns,Mārtiņa 8,3,77.0,4.0,7.0,Renov.,Masonry,All amenities,115000.0,56.947906,24.07095027444209
For sale,Sarkandaugava,Patversmes 5,1,33.0,1.0,3.0,P. kara,Masonry,All amenities,32900.0,56.99406139999999,24.1281800964357
For sale,Pļavnieki,Pavasara g. 5,2,50.0,2.0,9.0,602.,Panel,All amenities,54000.0,56.9346184,24.1980807
For sale,centrs,Brīvības iela 161,2,40.0,4.0,5.0,Renov.,Masonry,All amenities,98000.0,56.9667358,24.14563510531528
For sale,Purvciems,Ilūkstes 56,3,66.0,2.0,5.0,LT proj.,Panel,All amenities,81900.0,56.9509491,24.19895958871575
For sale,Zolitūde,Ruses 26,2,61.0,1.0,9.0,119.,Panel,All amenities,70000.0,56.9454805,24.009710100000003
For sale,Ziepniekkalns,Īslīces 3,3,75.0,7.0,9.0,119.,Panel,All amenities,75000.0,56.9004074,24.08374228852173
For sale,Imanta,Kurzemes pr. 68,3,62.0,4.0,5.0,LT proj.,Panel,All amenities,47000.0,56.9567829,24.0344957
For sale,centrs,Marijas 16,4,100.0,6.0,7.0,P. kara,Masonry,All amenities,165000.0,56.9505796,24.1255938
For sale,Purvciems,Dudajeva g. 13,1,28.0,5.0,5.0,LT proj.,Panel,All amenities,27800.0,56.9570069,24.1987368
For sale,Purvciems,Viršu 3,3,79.0,9.0,9.0,119.,Panel,All amenities,80000.0,56.9521257,24.176113800000024
For sale,Mežciems,Hipokrāta 47,3,64.0,5.0,9.0,602.,Panel,All amenities,67000.0,56.96138255,24.23561975
For sale,Mežciems,Kaivas 50,2,55.0,3.0,5.0,Specpr.,Panel,All amenities,77900.0,56.95546705,24.24181865
For sale,Ķengarags,Lokomotīves 88,2,50.0,5.0,5.0,LT proj.,Panel,All amenities,52000.0,56.90193410000001,24.213842727808466
For sale,Dārzciems,Zeltiņu 11,1,35.0,4.0,5.0,103.,Brick,All amenities,42900.0,56.9482182,24.168458596614
For sale,Citi,Jelgavas 63 k-3,2,36.6,1.0,6.0,Jaun.,Panel-Brick,All amenities,60000.0,56.92802389999999,24.09322537183715
For sale,Jugla,Juglas 10,3,111.4,2.0,9.0,Jaun.,Panel-Brick,All amenities,164500.0,56.9865865,24.24725628833992
For sale,centrs,Brīvības bulvāris 241,3,68.0,3.0,5.0,Specpr.,Brick-Panel,All amenities,60000.0,56.9526754,24.1155509
For sale,Ķengarags,Lokomotīves 48,2,38.0,2.0,5.0,LT proj.,Panel,All amenities,36900.0,56.90837855,24.20066605
For sale,Imanta,"Kurzemes prospekts 94, Rīga",2,53.0,6.0,9.0,602.,Panel,All amenities,54300.0,56.9688345,24.0140589
For sale,centrs,Katrīnas d. 16a,2,41.9,3.0,5.0,Hrušč.,Brick,All amenities,62500.0,56.9716816,24.1021951
For sale,Purvciems,Staiceles 15,2,50.0,6.0,9.0,602.,Panel,All amenities,54000.0,56.95828335,24.172910526855468
For sale,Purvciems,Stirnu 1,2,52.0,4.0,9.0,Jaun.,Masonry,All amenities,85000.0,56.9509837,24.18337314234072
For sale,Citi,Plēksnes 6,1,32.0,5.0,5.0,M. ģim.,Brick-Panel,All amenities,24700.0,57.0402147,24.03145737753807
For sale,Āgenskalns,Kalnciema 42,5,91.0,2.0,4.0,P. kara,Brick,All amenities,132000.0,56.94206255,24.0642753752362
For sale,Pļavnieki,Ulbrokas 22,1,32.0,4.0,9.0,602.,Panel,All amenities,35500.0,56.9440729,24.21773921259132
For sale,Teika,Caunes 17,2,47.0,3.0,5.0,Hrušč.,Brick,All amenities,59500.0,56.98156,24.1908887
For sale,Teika,Raunas 19,3,72.0,3.0,5.0,103.,Brick-Panel,All amenities,76000.0,56.96893685000001,24.17361809738481
For sale,Dārzciems,Rumbulas 1,1,42.0,5.0,5.0,M. ģim.,Brick,All amenities,27000.0,56.94363395000001,24.171764418887697
For sale,centrs,Tērbatas 41/43,3,87.0,4.0,5.0,P. kara,Brick,All amenities,142000.0,56.9557759,24.1253193
For sale,centrs,Blaumaņa 12,1,36.6,6.0,7.0,Renov.,Masonry,All amenities,102480.0,56.9548306,24.1221141
For sale,Zolitūde,Ruses 16,4,95.0,6.0,9.0,119.,Panel,All amenities,91000.0,56.94627775,24.003863917302304
For sale,Sarkandaugava,Hāpsalas 5,1,18.0,3.0,5.0,Specpr.,Brick-Panel,Partial amenities,11000.0,57.000974,24.12127055
For sale,Iļģuciems,Daugavgrīvas 132,2,51.0,3.0,5.0,Staļina,Brick,All amenities,66000.0,56.96895055,24.07125109079925
For sale,Āgenskalns,Rododendru 14,3,54.0,3.0,5.0,Specpr.,Brick,All amenities,59000.0,56.9482215,24.04980085
For sale,Vecmīlgrāvis,Baltāsbaznīcas 23,1,24.0,4.0,4.0,Hrušč.,Brick,All amenities,20700.0,57.035971200000006,24.092222
For sale,centrs,Dzirnavu 18,3,60.0,2.0,4.0,P. kara,Masonry,All amenities,119000.0,56.9599049,24.11005570754655
For sale,centrs,"Raiņa bulvāris 31, Rīga",5,154.0,2.0,5.0,P. kara,Brick,All amenities,333000.0,56.9481885,24.1184601
For sale,Ziepniekkalns,Mālu 7,2,54.0,4.0,6.0,Specpr.,Brick,All amenities,65000.0,56.91252040000001,24.10268353167793
For sale,Ziepniekkalns,Ozolciema 52,1,40.0,1.0,9.0,M. ģim.,Panel,All amenities,37000.0,56.9010096,24.099975638354906
For sale,Vecmīlgrāvis,Dombrovska 41,3,63.0,5.0,9.0,602.,Panel,All amenities,60000.0,57.0336529,24.103627077307607
For sale,Zolitūde,Skrīnes 2,2,60.0,2.0,3.0,Jaun.,Panel-Brick,All amenities,97010.0,56.94210210000001,24.0243648
For sale,Zolitūde,Ruses 26,2,58.0,8.0,9.0,119.,Panel,All amenities,53800.0,56.9454805,24.009710100000003
For sale,Ķengarags,Maskavas 250/8,1,30.0,4.0,5.0,LT proj.,Panel,All amenities,27900.0,56.94454165000001,24.11267383221328
For sale,Purvciems,Nīcgales 4,4,75.0,6.0,9.0,467.,Panel,All amenities,69900.0,56.95855255,24.175316327579107
For sale,Teika,Raunas 19,3,72.0,3.0,5.0,103.,Brick-Panel,All amenities,76000.0,56.96893685000001,24.17361809738481
For sale,Purvciems,Zvaigznāja g. 4,3,55.0,5.0,5.0,LT proj.,Panel,All amenities,51000.0,56.9527936,24.2063812
For sale,Vecmīlgrāvis,Melīdas 11,3,60.0,6.0,9.0,467.,Panel,All amenities,60500.0,57.03189690000001,24.1109505
For sale,Dārzciems,Stopiņu 18,2,57.0,2.0,2.0,P. kara,Wood,Partial amenities,18000.0,56.94880765,24.170728566492265
For sale,Ziepniekkalns,Valdeķu 18,1,42.0,3.0,5.0,M. ģim.,Panel,All amenities,33000.0,56.9094064,24.0954157
